comment,label
cửa_hàng quảng_cáo thùng gói giao gói cửa_hàng nên làm_ăn trung_thực,0
sản_phẩm tốt phù_hợp tầm giá mỗi_tội nghĩ để chân thì loại thường nên không positive ok,1
rat tot,1
ghế chắc_chắn sử_dụng tốt cửa_hàng nhiệt_tình,1
dây loại ok nha rẻ mẫu đẹp sử_dụng dây mua dây mua dùm,1
chất_lượng kém ghi_hình chậm người đi hình mới ghi hay đơ màn_hình tối dù bật hồng_ngoại,0
dầu_gội dỏm,0
dây loại ok nha rẻ mẫu đẹp sử_dụng dây mua dây mua dùm,1
sản_phẩm ổn các chấu nhựa dễ gãy cửa_hàng,0
sản_phẩm tốt đẹp màu rat ưng_ý quay lại ủng_hộ cửa_hàng nữa bán hàng uy_tín,1
sac tu den mo den không sang,0
máy phun hoa động mạnh tinh_dầu thơm lắm luôn,1
ghế ok,1
treo đầu dê bán thịt chó thịt chó quảng_cáo thì thì khác không nhãn_mác mua mới đau,0
gậy cứng_cáp chắc_chắn kẹp kim_loại đuôi hơi bị xước kẹp nhựa đầu cảm_giác dễ vỡ tiki giao hàng nhanh nhân_viên nhiệt_tình,0
tai nghe chất_lượng âm_thanh tốt không bị rè nghe to đệm tai nghe êm đeo lâu không gây đau mỏi bluetooth hoạt_động tốt xứng_đáng giá_thành sản_phẩm,1
cửa_hàng tư_vấn thân_thiện nhiệt_tình,1
sản phân chất_lượng hơi kém rẻ quá không dùng nghe tệ không dùng đâu,0
nguyên_liệu chất_lượng cao đáng_giá từng xu,1
chuột êm_đẹp,1
mua loại dây cắm về vẫn đầu usb không_thể hiểu nổi giao hàng nhanh mức sáng tốt màu đèn,0
dùng ổn_áp nhé,1
sản_phẩm giống mô_tả ok khá chắc_chắn,1
hài_lòng,1
tiki giao thiếu cho đầu kẹp điện_thoại nhờ tiki đổi trả hàng lại giúp,0
gửi đồ tào_lao,0
mua mở bán phút giá không hề giảm,0
không thấy gói quà tặng,0
mười điểm sử_dụng thuận_tiện,1
sản_phẩm hình tiki now nhanh thôi tân_bình từ đặt nhận hàng positive logitech thì khỏi bàn sdụng sản_phẩm yên_tâm về logitech,1
cứng_cáp để đt lên phần đầu hơi lung_lay không vững negative,0
không giống hình mô_tả đậm lè tím tím chứ không đỏ hình tức_giận,0
hàng không chuẩn thiếu bu_lông khoá không cho kiểm hàng lừa mua không trả lại,0
chất_lượng giao sớm dự_kiến,1
tệ lần mất điện xong camera không_thể kết_nối lại mạng cài_đặt lại mất thời_gian rắc_rối cho ngừoi dùng chán lắm không bao_giờ mua loại neax,0
ok hàng đẹp hài_lòng sản_phẩm mua lại lần cần,1
hàng đẹp đúng mẫu_mã chạy tốt,1
sử_dụng bước_đầu thì ok cầm chuột tay,1
bình ra mùi hôi mặc_dù đựng nước_lọc để mát bình dỏm trung_quốc,0
phong_cách quần ống rộng thời_thượng chất_liệu mềm_mại thoải_mái nâng tầm phong_cách thời_trang quần,1
nhận hàng nhìn đẹp đầy_đủ phụ_kiện,1
sản_phẩm thơm lắm còn nguyên tem giao hàng tới hàng đẹp,1
chuột xài tốt giá hạt_dẻ ai không thích ồn thì dứt click không tiếng_động kết_nối nhanh không lag nha,1
mũ đẹp chất_lượng lớp xốp cứng yên_tâm giá rẻ nhất so vớ các cửa_hàng khác cửa_hàng đóng_gói gửi hàng nhanh,1
đèn dùng nóng không biết lỗi ko sờ lâu gần bỏng tay luôn đèn led đúng_ra không_thể ấm chứ đừng nói nóng,0
mua màu xanh tốt,1
giao lẹ gói hàng đẹp,1
không giống ảnh mô_tả hộp nhựa không chắc_chắn màu ngăn_cách giấy bìa cứng không thấy để lựa màu sản_phẩm không giống hình,0
sản_phẩm tốt hài_lòng giao hàng nhanh,1
bề ngang hơi nhỏ so thẻ atm,0
tốt chuột nhạy thích_hợp dùng văn_phòng,1
hàng chính hãng xài đẹp chất_lượng tốt ủng_hộ tiki lâu_dài,1
hàng tốt mẫu_mã tốt,1
sản_phẩm ok mức giá giao hành nhanh thuận_tiện,1
sản_phẩm quá tệ,0
hàng quá tệ mỏng nổi không_thể_nào ráp mọi người không nên mua không cho nào,0
tay đỡ hơi bị yếu cuộn vòng mới đỡ nổi điện_thoại,0
tiki now chưa thất_vọng lần nào positive giao nhanh,1
tăng_cường thư_giãn giấc_ngủ,1
giao hàng_thần tốc hài_lòng,1
đáng giới_thiệu,1
bảo mua tặng chỉ nhận,0
quá giỡ nắp khó vặn yêu_cầu đổi,0
sản_phẩm tốt bấm nhẹ êm giới_thiệu,1
giao hàng đúng dự_kiến đóng_gói cẩn_thận,1
hàng kém chất_lượng,0
cửa_hàng không tư_vấn hàng chuyển ra bắc mùi không sử_dụng,0
không giống mô_tả cửa_hàng toàn gửi phần đuôi cá chưa ăn chưa đánh_giá ngon hay không ngon,0
dầu_gội đểu bọt hương thơm kém chất_lượng kém,0
giao hàng nhanh đóng_gói kỹ_càng,1
giấy mỏng nhìn xuyên lần mua giấy lớp mền mịn lần lớp mong_manh sần_sùi không quay lại,0
sản_phẩm tốt tin dầu thơm cho cửa_hàng đóng hàng kỹ cửa_hàng tư_vấn nhiệt_tình dễ_thương,1
nhám êm ồn hơi nhỏ positive bản_thân cầm_hơi mỏi tay,0
hợp,1
mua giá hời thẻ nhớ rẻ so thị_trường đóng_gói ok hàng lấy ảnh thẻ nhớ đủ phụ_kiện mọi người nên mua nha,1
lý_tưởng cho những người yêu thích thời_trang hàn_quốc,1
quâ tuyệt_vời xài êm,1
không sản_phẩm tặng quảng_cáo,0
không êm kêu tạch tạch không thích xíu nào chữ logi không logitech,0
kính không điện_tử không hoạt_động,0
chuột logitech thì ổn_định nổi_tiếng giá tốt dễ xài tuy không chức_năng đặc_biệt đơn_giản,1
bề_mặt gương tiện_lợi dễ_dàng vệ_sinh màn_hình lcd led dễ đọc đo_lường cực_kỳ chính_xác,1
cửa_hàng lừa_đảo quảng_cáo thì lốc lon nhận thì chỉ lon thôi lừa_đảo lừa_đảo lừa_đảo,0
đặt mẫu giao mẫu chán,0
chuột dùng ổn click chuột êm không biết lỗi không con_lăn chuột kêu to,0
chất_lượng kém,0
sản_phẩm so mô_tả giống mô_tả chống trượt thấm hút tốt,1
chất_lượng không đúng loại đang xài xài năm nay loại lần đầu thấy mua nước loãng mùi không thơm không_lưu lại giặt,0
tốt,1
tai nghe hư không dùng,0
hàng đóng_gói cẩn_thận chất_lượng sản_phẩm ổn nhu_cầu,1
hiện_tại không chê,1
mua sản phản xài tháng cảm_nhận quá tệ cho thương_hiệu lớn đun nước khoảng lượng nước bình nuốc sôi bị trào nước có_thể ướt mặt tiếp_xúc điện nguy_hiểm,0
cũng kẹp hơi lỏng,0
xinh giao hàng nhanh lắm,1
hàng bị tráo_đổi đầu nối bằng nhựa không sản_phẩm khuyến_mại,0
quá tệ không xà_bông nhớt cũng để bán lazada,0
vải dày đẹp rẻ,1
giao nhanh chuột nhạy bấm êm tay không nghe tiếng ồn,1
chất_lượng ok không tiện chụp nma mũ rẻ quá ổn so giá nha nên mua nêm muaa,1
sử_dụng thoải_mái thích,1
giao nhanh hàng mới full kiện hài_lòng,1
máy_giặt vẫn bị xê_dịch chạy,0
chuột xài ổn nhất tầm giá mới hư con nên mua lại con khác chất_lượng hoàn_thiện tốt bấm êm gần không tiếng_động click chuột pin sử_dụng lâu tiki giao hàng nhanh,1
giao hàng nhanh hàng chất_lượng chuột nhạy mượt_mà dòng silent nên dùng êm_ái,1
hàng nhìn ổn ngôi thoải_mái lắm rộng nghỉ positive mạnh,1
nhỏ gọn nha nóng tốt hơi ồn chút giao hàng nhanh đóng_gói kĩ,1
cửa_hàng giao nhanh ghế chắc_chắn đẩy mượt_mà còn hơi lắc trục chút_xíu,1
gói hàng cẩn_thận giao hàng nhanh,1
cửa_hàng giao thiếu toàn_bộ ốc vít,0
quảng_cáo ống nước áp_lực cao thật quá tệ mỏng quá mềm không_thể chấp_nhận,0
ok,1
hàng không đúng quảng_cáo mua chuột không dây logitech hàng chính hãng giao cho chuột không dây logi,0
âm_thanh rõ âm bass hay nghe mấy bài bolero thì tới nóc đeo khá chắc_chắn tai to nên đeo lâu thì tháo ra chứ cấn thì hơi đau tai,1
pít tông nâng ghế hoạt_động tốt,1
hàng dùng tố,1
chất lượn cam không tốt lắm mua số seri sản_phẩm cùng số,0
không mùi thơm sản_phẩm quá tệ mua hàng giả,0
sản_phẩm dùng tốt mẫu_mã đẹp,1
sản phầm quá tệ không lắp_ráp nên mua về không sử_dụng,0
sản_phẩm tốt giao nhanh,1
ngon đẹp rộng_rãi ngăn bền_bỉ dù_cho bỏ nặng xài tháng vẫn không dấu_hiệu sứt chỉ hay rách,1
một món không_thể bỏ_qua cho những người yêu thích ẩm_thực hương_vị ngon thật_sự đặc_trưng,1
hàng tốt chắc_chắn lắp_đặt nhanh,1
quá tệ không mùi hygiene mẫu sáng mùi thơm dễ_chịu mùi cửa_hàng quá gắt hèn_gì rẻ khônghiểu ng review khôngcó tâm vâyh,0
khá ổn,1
sữa ngon giá rẻ tạp_hoá mua lần cửa_hàng giao hàng nhanh,1
quá tệ,0
hàng xài ổn nhà mọi người thấy nên mua,1
người giao ăn_chặn tiền thừa đó đang ngủ shipper gọi nên chạy xuống lấy hàng cũng không kiểm_tra lại tiền thừa tuy không thấy không hài_lòng về shipper,0
ngon bổ giá_cả phải_chăng nha mọi người xài êm thích lắm,1
chất_lượng ok so giá_thành thì mong_muốn còn độ bền xài lâu_dài mới biết,1
bền không thấm nước sử_dụng hiệu_quả giá rẻ áo_mưa đẹp nên mua okok,1
đẹp nhẹ_nhàng thấm nước tốt không trơn an_toàn giá rẻ nên mua cảm_ơn cửa_hàng,1
chính hãng,1
không quảng_cáo,0
quá tệ đánh_giá âm,0
ok nhé phun sương tản mùi thơm cửa_hàng còn tặng kèm lọ nhỏ tinh_dầu cà_phê nữa,1
hàng quá chi tệ gọi không bọt không mùi thật thất_vọng quá đi,0
hàng chuẩn xịn ủng_hộ cửa_hàng mã ok luôn xài con con thứ con đầu bị con trai bẻ hỏng positive,1
chất_lượng hài_lòng,1
mua lần đều ưng_ý cân đẹp chính_xác giá_cả hợp_lý đáng để mua,1
tệ,0
không hài_lòng nhận hàng bị bể miếng mica phía,0
đặt giao thanh_toán tiền giao tức học máu,0
mũ_bảo_hiểm tuyệt_vời cho chuyến đi xe_máy thoải_mái thời_trang vừa_vặn hoàn_hảo an_toàn xuất_sắc cho các cuộc phiêu_lưu ngoài_trời chất_liệu bền xứng_đáng giá tiền phụ_kiện đầy_đủ,1
giao hàng chậm nhân_viên tư_vấn kém_cỏi thiếu tôn_trọng khách_hàng,0
phí giao hàng để cho đơn hàng nước lại chậm so thông_báo thật khó thông_cảm,0
hàng chính hãng nguyên shield dùng khỏi chê,1
nhỏ gọn đa_năng tiện_lợi cho sinh_viên dân văn_phòng,1
,1
sản_phẩm giống hình kèm theo chai tinh_dầu sả thơm lắm cửa_hàng uy_tín giá tiền thì quá ok không đòi_hỏi thêm nên mua nha,1
phù_hợp cho nam nữ giúp ngăn_ngừa rụng tóc thúc_đẩy sự phát_triển giúp giảm gàu ngứa da đầu giá_trị tuyệt_vời cho tiền_bạc,1
chất_lượng ánh_sáng tệ biên_độ xoay kém,0
túi đựng không giấy_tờ hàng kém chất_lượng,0
nay vẫn ổn chuột êm_ru tay,1
quá dở không quảng_cáo,0
dây quá nhỏ vòi không bắn nước chảy yếu,0
giao hàng nhanh thương_hiệu uy_tín thích,1
sản_phẩm ok cầm tay không bị lọt tay nam,1
hàng giả_mạo ruột bị thay_đổi không giống bao_bì,0
thiết_kế dễ_thương chất_lượng cao cung_cấp bảo_vệ tuyệt_vời vừa_vặn hoàn_hảo an_toàn,1
đeo ổn đúng tầm giá có_điều hơi to đeo hơi nóng tai chút,1
đệm kê chân_không chắc_chắn lắm lỏng lẽo nhìn khá mỏng_manh gác chân cứ sợ cong gãy,0
không nhận hàng,0
giao hàng không đúng hẹn,0
giao hàng nhanh,1
chất_lượng âm_thanh tuyệt_vời sạc nhanh,1
kết_nối lắp_đặt mọi thứ ok sản_phẩm đầy_đủ camera nhìn rõ chất_lượng,1
đẹp rẻ giao hàng nhanh,1
độ bền ổn sử_dụng ổn_định,1
lắp rạp dễ_dàng hướng_dẫn đang đợi dùng thử để có_thể đánh_giá,1
giao hàng nhanh cảm_ơn tiki hàng rât ok,1
bán khô sình hôi hôi bị bủn_xỉn không_thể_nào ăn cửa_hàng bán hàng giả_dối kém chất_lượng,0
bếp dùng ok nên mua nhé mọing,1
quá tệ đánh_giá âm,0
tốt nhìn nhỏ không_gian balo khá rộng,1
mua tặng không thấy quà tặng,0
hương thơm lâu_dài suốt,1
đóng_gói kỹ_càng giao đúng hàng thích,1
máy nhỏ gọn xinh hoạt_động mạnh_mẽ lâu_dài thì chưa biết tinh_dầu cửa_hàng đúng nguyên_chất đó thơm lắm mua mùi ưng tinh_dầu cửa_hàng,1
quảng_cáo thì hay sản_phẩm chất_lượng quá tồi yêu cầu hoàn chả đơn hàng,0
giao thiếu quà tặng không hỗ_trợ gửi quà tặng bổ_sung đánh_giá kém về dịch_vụ kiểm_tra đơn hàng,0
tốt,1
thanh sắt quá cứng khó uống cong phần chân kẹp chỉ kẹp nơi góc_cạnh lòi hình_vuông còn đầu giường sắt tre hình_tròn kẹp ngã xuống không dùng,0
mũ xuất_sắc luôn mọi người ơi nên mua nha giá rẻ chất_lượng lại ok,1
sản_phẩm dùng ổn,1
dễ sử_dụng dùng thoải_mái,1
,1
chất_lượng nha tệ_hại,0
đế nhỏ không vững nhìn hàng_không chất_lượng,0
hàng đẹp cứng_cáp đẹp chất_lượng tốt,1
cực_kì hài_lòng điện_thoại đẹp chạy mượn,1
shipper thiếu chuyên_nghiệp còn hàng thì oke,0
nhỏ gọn rẻ_tiền dễ sử_dụng thiết_kế sang_trọng đẹp_mắt,1
ghế chắc_chắn hình_thức ổn,1
giao đúng sản_phẩm sản_phẩm tốt,1
hài_lòng,1
hàng nguyên seal click chuột êm cầm tay chuột khá nhạy,1
nhận hàng mua giá rẻ thị_trường,1
sản_phẩm phù_hợp giá tiền tạm ổn,1
giao thiếu hàng,0
sản_phẩm ok thơm mọi người nên mua,1
hàng sử_dụng giống trường_hợp comment ngay các vị_trí tiếp_xúc bị trầy_xước,0
giao nhanh hàng chính hãng bảo_hành digiworld nút êm,1
sản_phẩm giao đúng đặt,1
đơn hàng bể nắp mở ra đó tin_tưởng đặt_hàng tiki trading lần quá thất_vọng,0
dễ_dàng cài_đặt trải_nghiệm sạc không cần cố_gắng tương_thích các điện_thoại thông_minh,1
không quà tặng,0
bán đồ không chất_lượng tệ chưa từng thấy không nên mua không xài,0
mọi người cảnh_giác mua dây sạc cửa_hàng nhé,0
giao không đúng mẫu đặt tích điện gíao loại cam điện,0
xấu quá lại quá bé to túi lên mới đẹp,0
không thơm,0
hàng dỏm thái_độ cửa_hàng cực tệ độn giá bảo tặng kèm đồng_hồ thêm tiền thật cũng túi đó chỗ khác bán nói_chung không nên mua,0
hàng không chống nhìn trộm,0
không thấy hiệu_quả giao nhanh đóng_gói kỹ,0
chuyển_phát cực nhanh positive thật_ra một những yếu_tố làm_khách hàng không kịp suy_nghĩ về huỷ đơn positive chuột xài êm nhé mọi người thích_hợp dùng cho văn_phòng positive,1
hàng giao không đúng cỡ hàng lởm xấu chất_lượng kém hy_vọng cải_thiện,0
giúp giảm gàu ngứa da đầu thúc_đẩy tóc khoẻ bóng mượt hương thơm sảng_khoái sảng_khoái để lại một hương thơm dễ_chịu rửa sạch,1
mũ đẹp chắc_chắn lắm cửa_hàng tư_vấn nhiệt_tình,1
phong_cách hợp_thời trang vải mềm bền thiết_kế cạp cao màu đẹp video đăng nha,1
hơi lớn so nghĩ khá hài_lòng,1
không giống mô_tả nhìn xấu,0
giao hàng nhanh đèn nhìn cứng_cáp chất_lượng cảm_ứng nhạy mức_độ vừa_phải mua về hôm_qua dùng thấy ổn không bị nóng,1
hàng đóng_gói đẹp sản_phẩm tốt ổn_áp tầm giá_như chất_lượng tốt giá_thành ổn hộp không dấu_hiệu bị móp thời_gian vận_chuyển hợp_lí,1
sản_phẩm tệ ghế_ngồi không hề thoải_mái các chi_tiết lắp_ráp lỏng_lẻo dễ long ốc ra mua ngồi chỉ thêm đau lưng đau hông thôi chứ không tác_dụng khuyên các nên mua ghế nguyên khối ra những siêu_thị nội_thất sử_dụng thử hãy mua chứ mấy dỏm,0
sản_phẩm quá ok luôn đáng mua luôn quá ưng_ý luôn,1
nhận hàng nhanh,1
không nên mua không sa,0
mua camera cable không sử_dụng đề_nghị tiki trading đổi cable adapter khác,0
chuột tốt có_điều hơi bám bẩn,1
dùng sản_phẩm đúng đặt_hàng,1
giao hàng nhanh đúng mô_tả màu xanh đen vải không thấm nước,1
mua sale nên chỉ còn chất_lượng thì tốt so mức giá,1
nhận hàng sản_phẩm ok lắm pin lâu lắm nha êm tai,1
nhận sản_phẩm chưa sử_dụng vô_cùng thất_vọng dây quá tệ giao hàng quá chậm tuần,0
sáng nay mua lộn chuột không dây nên giờ có_thể đổi trả để lấy một con chuột dây không chưa khui luôn,1
giao hàng quá chậm đánh_giá không tốt dịch_vụ giao hàng,0
chất_lượng phù_hợp giá,1
chất_lượng kém không quảng_cáo,0
đẹp giống hình xài tốt,1
sạc quá kém sạc chậm cắm điện_thoại cùng bị nhận không nói_chung quá thất_vọng về chất_lượng,0
đẹp mong_đợi chiếu mát ngủ ngon mọi người ủng_hộ cửa_hàng nha,1
giúp giảm gàu ngứa da đầu thúc_đẩy tóc khoẻ bóng mượt hương thơm sảng_khoái sảng_khoái để lại một hương thơm dễ_chịu rửa sạch,1
tuyệt_vời cho các dự_án tự chịu nhiệt_độ cao màu_sắc để lựa_chọn màu_sắc để lựa_chọn,1
hàng kém chất_lượng lấy về mở ra thử không phun hơi đề_nghị cửa_hàng mua_bán thiệt tình,0
mũ đẹp rẻ chất_lượng,1
đặt đơn gồm cặp nước giặt tặng bộ phần quà cửa_hàng tách đơn ra để giao cặp kiện hàng kiện hàng kèm hàng khuyến_mãi thì đvvc báo bị hư_hỏng đổ_bể đó,0
quá tệ,0
túi đẹp tầm giá,1
hàng đóng_gói không cẩn_thận bị bể nắp ấm không hài_lòng,0
tốt,1
sản_phẩm phù_hợp giá,1
sản_phẩm trầy dù mới nhận sản_phẩm bị lỗi nắp lỏng đổ nước bung nắm xém phỏng yêu_cầu đổi sản_phẩm khác,0
không phun sương chưa nước tự tắt không hoạt_động,0
thảm đẹp mở ra kiểm_tra thì bị rách phần mép bị lõm thân thảm tiki vui_lòng hỗ_trợ đổi lại thảm mới cám_ơn tiki,0
đèn đẹp hợp_lý tầm giá mong rằng bền,1
không sử_dụng tệ,0
cầm không chắc_chắn lắm,0
hàng đóng_gói cẩn_thận máy dễ cài_đặt hình_ảnh ok độ bền thì chưa biết,0
hàng chất_lượng,1
ốp đẹp lắm thêm lớp kính bảo_vệ camera nữa không nặng_tay lắm,1
bình nhận đẹo khôg trầy_xước chất_lượng không tốt lắm bình đựng nước nóng đóng nắp chặt vẫn không giữ nhiệt_độ còn bị nóng nắp đậy nữa,0
hàng đẹp chất_lượng,1
hàng nhựa không tốt mọi người chú_ý phù_hợp nha,0
sản_phẩm tốt tầm giá lần thứ mua msản phẩm,1
mua màu đỏ ngọt chuột cầm tay êm nhẹ nhạy đặc_biệt không tạo ra tiếng ồn bao_bì nguyên seal giao nhanh vẫn tin_dùng logitech tiki,1
chờ_đợi thất_vọng,0
hàng nhái không đúng quảng_cáo,0
đẹp bền tốtddd,1
khá cứng_cáp đủ tốt để nằm giường xem phim không hiện_tượng bị trỉu xuống thời_gian kẹp máy,1
mang lại giấc_ngủ thư_thái thoáng_khí cao kích_thước hoàn_hảo cho giường luồng không_khí tuyệt_vời,1
hàng đúng cửa_hàng đăng còn nguyên hộp giao hàng nhanh,1
sản_phẩm chất_lượng tốt chắc_chắn giá lại rẻ,1
ok vẫn nét sony nhé anh_em rẻ tốt ngon ủng_hộ tiếp cần,1
đẹp tầm tiền ổn nên mua,1
bao_bì ấn_tượng tuyệt_vời làm_quà tặng hoàn_hảo để gia_vị cho món ăn bao_bì tiện_lợi dễ sử_dụng,1
đa_dụng bề_mặt không phai màu hay bong tróc chất_lượng cao,1
gửi cá thối rữa mang về mở ra miếng cá rữa nát không ăn nhắn_tin trả hàng thì im ru mù_chữ quá tệ mọi người đừng mua,0
chuột hãng siêu tốt xài viên pin aa mọi người nên dùng pin sạc nhé điểm,1
camera bị lỗi không dùng,0
nghe ok,1
bền có_thể chống nước,1
sử_dụng thoải_mái thích,1
mua hôm để cách xa đầu usb gắn vô máy chưa tới giật giật chập_chờn tín_hiệu,0
hàng đẹp nên mua,1
mới xài hư,0
hàng giao nhanh đúng mô_tả giá tốt dễ sử_dụng thiết_kế sang_trọng đẹp_mắt,1
nồi bị lỗi phần đế chân_thấp chân cao lòng nồi bị trầy_xước hơi móp,0
đóng_gói chắc_chắn,1
giao hàng nhanh sản_phẩm tốt,1
hình_ảnh ban_ngày lẫn ban_đêm quá tệ nhoè nhoè không bằng con cam ebit cùng giá tiki bảo_hành cho đi,0
dùng khá chập_chờn phí tiền,0
xịn luôn,1
chất_lượng điểm đóng_gói điểm,1
ổn,1
hàng giao bị hư đường may báo cửa_hàng làm_ngơ,0
sản_phẩm không tốt nhé mọi người ống nhỏ nước yếu mua phí tiền lắm,0
không nhận hàng không hề nhận cuộc_gọi nào đợi dằng dẵng lâu từ thoi tệ tệ nha,0
giao thiếu đồ vặn giữ cố_định cửa_hàng dởm,0
giá tốt giao đủ số_lượng,1
ngon nhất chiên dương châu sử_dụng theo cách khác cũng ngon không kém,1
giao hàng nhanh,1
hàng xài ok hơi bị xước hông một_số mẫu đèn giá tốt,0
mua sử_dụng không thiết_bị ăn điện không ăn điện tiki hỗ_trợ đổi thiết_bị khác,0
hàng giả hàng nhái không nên mua,0
giấy dùng kém chất_lượng,0
độ dày khá ok nha mọi người,1
thật_sự mặn giới_thiệu cá lạt hàng mua lấy dùng mới biết mặn trả lại,0
đẹp,1
giao nhanh_chóng sản_phẩm giống mô_tả cửa_hàng phục_vụ tốt,1
chất_lượng hàng hàng giả,0
tốt,1
sản_phẩm tốt nghe to rõ pin nghe lâu nói_chung tuyệt_vời nên mua,1
bền_bỉ sử_dụng lâu hư_hỏng,1
đen mua về unbox ra thì cổ đèn không chắc để cứ tư xoay muốn đổi sản_phẩm khác,0
lắp_đặt dễ lắm dễ sử_dụng cực,1
dễ sử_dụng bảo_trì,1
xài ổn,1
dễ sử_dụng thiết_kế mượt_mà phong_cách dụng_cụ chăm_sóc móng chất_lượng cao dụng_cụ cần,1
dễ sử_dụng vệ_sinh tiết_kiệm thời_gian công_sức phù_hợp để xay thịt cá,1
giao hàng nhanh click chuột không ồn,1
tuyệt_vời,1
dùng tốt,1
cửa_hàng ơi đặt cho ip inói chuyện miếng dán dán không,0
chất_lượng phù_hợp giá tiền,1
sản_phẩm khá chắc_chắn pin tốt âm_thanh dễ_chịu bass ngon dành cho ai thích nghe house lak,1
ngon tầm giá tai đeo nhẹ thoải_mái hợp_lý,1
kích_thước rộng_rãi để chứa đồ cần_thiết tặng kèm đồng_hồ ngẫu_nhiên sang_trọng,1
ưng_ý hàng giao sớm dùng tốt,1
êm,1
mới mua xài chưa sập nguồnm khởi_động lại không lên luôn mong tiki hổ trợ,0
đóng_gói sản_phẩm quá kém,0
sản_phẩm giá tốt so công_năng mang lại chuột bấm êm không_thể nghe tiếng click chuột sử_dụng môi_trường bình_thường còn thì cũng không ồn tập_trung lắm mới nghe thôi,1
nhận hàng xong nay đang ra dùng thấy đèn chuột không sáng mặc_dù vẫn hoạt_động đang đề_nghị đổi trả,0
đa chức_năng phù_hợp nhu_cầu nấu_nướng nồi đa_năng để nấu chiên ok ổn,1
sản_phẩm đúng quảng_cáo chất_lượng tốt đóng_gói cẩn_thận giao hàng nhanh,1
chịu lực tốt ghế đẹp dễ lắp_ráp nha,1
đúng mẫu đẹp,1
tạm phần kẹp mỏng nhẹ phần giá quá cứng nặng khó xài,0
nắp bị lỗi bung ra bị lộ miếng xốp,0
ok tốt rẻ nét ban_đêm màu ánh điện dùng tốt nhé anh_em ủng_hộ cửa_hàng mấy nên cũng yên_tâm,1
sản_phẩm không tốt bị lỗi miệng nắp nắp bị hỡ đề_nghị đổi trả sản_phẩm,0
chuot tốt dang tien,1
sản_phẩm tệ khôngthơm tí nào cứ tưởng săn hàng rẻ ai_ngờ hàng đều khôngnên mua nha mọi người nước_lọc ấy chán,0
hàng nhận chất_lượng tốt giao hàng nhanh người giao hàng nhiệt_tình,1
giao hàng nhanh balo đẹp giống minh_hoạ cầm_chắc tay,1
điểm trừ gặp con ốc chốt điều_chỉnh góc nghiêng lộ ra phía tay ghế co xu_hướng bị xoay trượt ra chỉnh góc nghiêng thường_xuyên vặn lại thì cũng dễ tuy hơi phiền,0
ok,1
sản_phẩm đúng mô_tả chất luợng tốt màu_sắc đẹp chủ cửa_hàng tư_vấn nhịêt tình giao hàng siêu nhanh tiếp_tục ủng_hộ cửa_hàng,1
giá_cả phải_chăng,1
dễ sử_dụng,1
tiki now luôn giao hàng cực nhanh balo đẹp không dày lắm cũng không mỏng quá đựng laptop inói chuyện khoá_kéo trơn_tru chất vải thì hơi cứng nói_chung hài_lòng,1
nước xả hàng giả đó mọi người mua cửa_hàng mua tạp_hoá chất nước màu cam nhạt đặc thơm lắm còn loại cửa_hàng bán màu trắng đục pha nước không mùi hàng giả đó,0
dùng êm tốt hài_lòng,1
hàng phá ke quá không nghe mùi lazada không nen hợp_tác mất uy_tín hàng dỏm quá mua siêu_thị thơm mềm vải mua lazada phá ke,0
quá ngon tấm giá,1
chất_lượng nhanh_chóng,1
chuột ngon,1
không thẻ nhớ không hài_lòng,0
giao hàng tới chung_cư không báo giao hàng tự ghi số phòng để khu_vực giao_nhận,0
phù_hợp mọi kích_cỡ cơ_thể thoải_mái mặc thiết_kế thời_trang,1
âm_thanh nhỏ chỉ kết_nối đt thể kết_nối tivi oled,0
ship cá bị mùi nhắn cửa_hàng khôngtrả lời,0
tuyệt hàng quốc_dân,1
sản_phẩm hoàn_thiện tốt cửa_hàng đóng_gói cẩn_thận giao hàng nhanh chất_lượng hình_ảnh tốt phát_hiện nhạy,1
giao hàng siêu siêu nhanh chất_lượng lắm lắm luôn nha mọi người,1
nấu êm lắm,1
bền lâu_dài giá_trị tuyệt_vời cho số tiền bỏ ra,1
hư tệ không nên mua tốn tiền,0
nói_chung cũng ổn đủ đựng,1
rẻ,1
mũ_bảo_hiểm tuyệt_vời cho chuyến đi xe_máy thiết_kế dễ_thương chất_lượng cao xuất_sắc cho các cuộc phiêu_lưu ngoài_trời,1
hàng gói cẩn_thận còn nguyên xài chuột êm không nghe tiếng cầm tay sẵn pin chuột nhé,1
không ổn nhé sử_dụng đúng bị hư ròi hàng đóng_gói cũng sơ_sài,0
đơn_vị vận_chuyển tiki quá tệ nhãn chú_ý hãng dễ võ lần nào hộp cũng méo_mó hệ_thống bảo hàng giao trễ mới nhận,0
loa âm_thanh không lớn lắm hat lời hát micro không hoà cùng âm_nhạc micro hút giọng yếu kg cáo đề nghị trả hàng,0
giao hàng nhanh hàng chât lượng giơi thiệu,1
đóng_gói sản_phẩm cẩn_thận chắc_chắn thời_gian giao hàng nhanh_chóng,1
pin không lâu cho lắm,0
chuột êm dùng tốt tiện_lợi mua cho mẹ dạy online bấm không ra tiếng mẹ dùng thích,1
mọi người nghe lớn âm thanh rõ_ràng mọi người nên mua,1
đặt đơn hàng mất cửa_hàng mới đóng_gói xong mới giao thành_công đơn hàng cùng tp khác quận thấy online chất không hề phản_hồi,0
